ID,Exited,gender,age,term_deposit,Own_car,Own_property,Geography,credit_score,tenure,balance,Unemployed,Num_children,Account_length,Total_income,credit_card,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
5095089,0,Male,35,0,0,1,Netherlands,703,5,140691.08,0,2,54,202500,1,8.922838936,Working,Higher education,Married,House / apartment,High skill tech staff,0
5095109,0,Male,41,0,0,1,Greece,507,3,58820.32,0,0,2,126000,1,21.17223489,Working,Higher education,Single / not married,House / apartment,Other,0
5095113,1,Female,26,0,0,1,Netherlands,581,3,105099.45,0,0,32,180000,1,3.006221894,Commercial associate,Incomplete higher,Married,House / apartment,Core staff,0
5095114,0,Male,31,0,0,1,Greece,593,9,0,0,0,56,67500,0,4.342320513,Working,Higher education,Married,House / apartment,Core staff,0
5095130,0,Male,23,0,0,1,Greece,648,9,168372.52,1,0,59,135000,1,0,Pensioner,Higher education,Married,House / apartment,Other,0
5095141,0,Male,34,1,0,1,Netherlands,462,1,94682.56,0,2,15,157500,1,9.171988473,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,0
5095153,0,Male,36,0,0,1,Spain,596,2,0,0,1,15,315000,0,6.004230066,Commercial associate,Higher education,Single / not married,House / apartment,Other,0
5095162,1,Female,44,0,1,1,Greece,627,5,0,0,0,40,252000,1,7.343066593,Commercial associate,Higher education,Married,House / apartment,Drivers,0
5095179,0,Male,40,0,1,1,Greece,494,7,0,0,0,6,76500,0,9.590888245,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5095186,0,Male,73,0,1,1,Greece,627,0,146329.73,0,1,25,495000,0,3.258109338,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
5095194,0,Male,37,0,0,1,Spain,850,2,0,0,0,44,112500,1,6.590142166,Working,Secondary / secondary special,Separated,House / apartment,Medicine staff,0
5095205,0,Female,49,0,1,1,Greece,632,5,167962.7,0,1,15,292500,0,14.75458086,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5095210,0,Male,33,0,0,1,Greece,490,1,0,0,0,59,135000,1,13.50883317,Working,Secondary / secondary special,Widow,House / apartment,Sales staff,0
5095217,0,Male,40,0,0,0,Greece,715,7,0,0,4,16,67500,1,16.09067948,Working,Secondary / secondary special,Married,House / apartment,Other,0
5095220,0,Male,48,0,1,1,Greece,679,8,0,0,2,3,180000,1,3.342984456,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5095228,1,Male,44,0,0,1,Greece,619,3,116967.68,0,0,10,90000,1,7.343066593,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5095230,0,Female,33,0,0,1,Spain,465,6,0,0,0,19,180000,1,3.342984456,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5095237,0,Male,32,0,1,1,Spain,736,7,0,0,0,14,135000,0,13.23504247,Working,Higher education,Married,House / apartment,Other,0
5095241,0,Female,34,0,0,0,Netherlands,501,7,93244.42,0,2,23,112500,0,0.514726517,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0
5095248,0,Female,29,0,1,1,Greece,535,5,0,0,1,43,450000,0,4.095908882,Working,Higher education,Married,House / apartment,Managers,0
5095258,0,Female,33,0,0,1,Greece,759,2,0,0,0,42,189000,1,0.843275358,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5095264,0,Male,35,0,1,1,Greece,819,1,0,0,0,44,126000,0,2.009623743,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0
5095285,0,Male,43,0,0,1,Netherlands,533,4,80442.06,0,1,31,229500,0,4.843357495,State servant,Higher education,Married,House / apartment,Other,0
5095291,0,Female,35,0,0,1,Netherlands,632,2,150561.03,0,1,14,675000,0,1.842611416,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Core staff,1
5095294,1,Male,60,0,1,1,Greece,686,9,0,0,0,37,225000,1,10.17680034,Working,Higher education,Married,House / apartment,Core staff,0
5095321,0,Female,34,0,0,1,Greece,687,9,125474.44,1,0,50,315000,1,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5095333,0,Female,33,0,0,1,Netherlands,667,4,127076.68,0,0,46,135000,1,0.596863728,Working,Higher education,Married,House / apartment,Laborers,0
5095343,0,Female,25,0,0,1,Spain,699,8,0,1,0,15,126000,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5095347,0,Male,37,0,1,1,Spain,497,8,128650.11,1,0,2,225000,1,0,Pensioner,Higher education,Married,House / apartment,Other,0
5095353,0,Female,33,0,1,1,Spain,780,6,145580.61,0,0,55,180000,1,3.597609807,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,0
5095355,1,Female,51,0,0,0,Greece,652,3,0,0,0,17,157500,1,2.84468538,Working,Secondary / secondary special,Single / not married,With parents,Sales staff,0
5095358,1,Male,47,0,0,1,Greece,477,9,144900.58,0,1,31,270000,1,1.095162803,Commercial associate,Higher education,Married,House / apartment,Managers,0
5095361,0,Female,37,0,0,1,Greece,652,4,0,0,1,3,202500,1,8.92831475,Working,Higher education,Married,Rented apartment,Other,0
5095365,0,Female,31,0,0,0,Greece,488,8,97588.6,0,2,49,180000,0,11.01186198,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5095370,0,Male,24,1,1,1,Greece,572,1,0,0,1,33,315000,1,6.929642635,Working,Higher education,Separated,House / apartment,Managers,0
5095386,0,Female,38,0,1,1,Greece,755,1,0,0,1,28,270000,1,1.842611416,Working,Secondary / secondary special,Married,Municipal apartment,Core staff,1
5095390,0,Female,24,0,0,0,Netherlands,779,10,122200.31,0,0,40,112500,1,3.515472597,Working,Secondary / secondary special,Married,House / apartment,Other,0
5095399,0,Female,46,0,1,1,Spain,693,3,151709.33,0,0,34,450000,1,3.178710035,State servant,Higher education,Married,House / apartment,Core staff,0
5095412,0,Female,22,0,0,0,Spain,530,7,0,0,0,2,90000,1,0.843275358,Working,Secondary / secondary special,Single / not married,With parents,Sales staff,0
5095417,0,Female,33,0,1,1,Spain,738,3,122134.4,0,0,52,405000,0,5.010369823,Working,Higher education,Married,House / apartment,Other,0
5095428,0,Male,31,0,0,1,Netherlands,690,2,137260.45,0,0,51,157500,1,8.011115902,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5095429,0,Female,30,0,0,1,Greece,611,9,88594.14,0,0,26,292500,1,25.34754307,Working,Higher education,Married,House / apartment,High skill tech staff,0
5095442,0,Male,34,0,0,1,Spain,643,6,0,0,1,20,99000,1,5.262257267,Working,Incomplete higher,Married,House / apartment,Sales staff,1
5095451,1,Male,41,0,0,0,Netherlands,632,8,127205.32,0,0,34,270000,1,2.929560497,Commercial associate,Secondary / secondary special,Married,House / apartment,Secretaries,0
5095453,0,Female,31,0,1,1,Spain,727,10,96997.09,0,2,21,202500,0,1.596199785,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5095461,0,Female,64,0,0,1,Greece,508,2,0,0,0,5,270000,1,2.09449886,Commercial associate,Higher education,Single / not married,House / apartment,HR staff,0
5095468,0,Male,31,0,1,1,Greece,550,5,142200.19,0,2,16,225000,1,1.927486533,Commercial associate,Higher education,Married,House / apartment,Core staff,0
5095470,0,Female,39,0,1,1,Netherlands,754,3,160761.41,0,1,60,360000,1,0.34771419,Commercial associate,Incomplete higher,Married,House / apartment,Laborers,0
5095474,0,Male,26,0,0,1,Greece,759,4,0,0,0,16,90000,1,5.09524494,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5095482,0,Male,33,0,0,1,Spain,794,8,0,0,1,53,157500,0,0.262839073,Commercial associate,Secondary / secondary special,Separated,House / apartment,Laborers,0
5095495,0,Male,29,0,0,1,Greece,549,3,0,0,0,41,337500,1,6.346468442,State servant,Higher education,Married,House / apartment,Core staff,0
5095507,0,Male,31,0,0,1,Greece,671,0,116234.61,0,0,38,157500,1,11.43076175,Working,Higher education,Married,House / apartment,Managers,0
5095511,1,Female,26,0,1,1,Netherlands,756,5,155143.52,0,1,32,157500,0,7.597691944,Working,Higher education,Married,House / apartment,Sales staff,0
5095512,0,Female,21,0,1,1,Greece,632,1,0,0,0,22,297000,1,3.178710035,Working,Secondary / secondary special,Married,House / apartment,Other,0
5095518,0,Male,38,0,1,0,Greece,579,8,0,0,0,29,270000,0,9.516964756,State servant,Higher education,Single / not married,With parents,Accountants,0
5095543,0,Male,34,1,1,0,Greece,748,5,84009.47,0,0,33,360000,1,12.68472316,Commercial associate,Higher education,Married,House / apartment,Managers,0
5095552,0,Female,28,0,0,0,Netherlands,488,7,139246.22,1,0,37,76500,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5095557,0,Male,58,0,0,0,Netherlands,710,7,170113,0,2,42,225000,0,10.84758756,Working,Incomplete higher,Married,House / apartment,Laborers,0
5095559,1,Female,41,0,0,0,Spain,619,8,0,0,0,58,90000,1,1.598937692,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5095560,0,Male,64,0,0,0,Greece,773,2,145578.28,0,1,49,540000,0,5.599019829,Working,Secondary / secondary special,Separated,House / apartment,Managers,0
5095563,0,Male,75,0,0,0,Spain,657,7,126273.95,0,0,7,49500,0,2.59827375,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5095569,0,Female,26,0,0,0,Greece,579,10,162482.76,0,1,26,112500,1,4.599683772,Commercial associate,Secondary / secondary special,Civil marriage,With parents,Sales staff,0
5095570,0,Male,29,0,0,0,Greece,542,9,0,0,0,32,180000,1,5.349870292,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5095584,0,Female,32,0,0,0,Greece,709,2,87814.89,0,0,26,360000,1,1.683812809,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,1
5095585,0,Male,61,0,0,0,Spain,617,3,113858.95,0,0,33,270000,1,0.761138148,Working,Incomplete higher,Civil marriage,House / apartment,Medicine staff,1
5095590,1,Male,43,0,1,0,Netherlands,568,5,87612.64,0,0,34,135000,1,5.683894947,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5095592,0,Female,73,0,0,0,Greece,769,1,0,0,0,17,67500,1,2.516136539,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5095602,0,Male,26,0,0,0,Netherlands,608,1,106648.98,0,1,44,202500,0,1.431925365,Working,Secondary / secondary special,Married,House / apartment,Other,0
5095615,0,Male,31,0,0,0,Spain,503,4,0,0,1,42,135000,1,3.433335387,Working,Secondary / secondary special,Married,House / apartment,Other,0
5095622,0,Female,38,0,0,0,Netherlands,608,8,103653.51,0,1,23,81000,1,2.683148867,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5095626,1,Male,37,0,0,0,Netherlands,731,3,116880.53,0,0,43,135000,0,1.013025593,Working,Incomplete higher,Married,House / apartment,Other,0
5095627,0,Female,40,0,0,0,Netherlands,850,4,97990.49,0,1,32,171261,0,1.349788154,State servant,Secondary / secondary special,Single / not married,Rented apartment,Medicine staff,1
5095631,0,Female,34,0,1,0,Netherlands,591,4,150635.3,0,1,45,180000,1,0.599601635,Working,Higher education,Married,House / apartment,Drivers,0
5095636,0,Male,37,0,0,0,Spain,579,4,0,0,0,17,128542.5,1,1.013025593,Commercial associate,Higher education,Single / not married,Rented apartment,Sales staff,0
5095640,0,Male,39,0,0,0,Greece,570,10,129674.89,0,1,30,180000,1,4.265659117,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,Sales staff,0
5095652,0,Female,37,0,0,0,Greece,709,9,0,0,0,27,157500,1,3.266323059,Working,Higher education,Single / not married,House / apartment,Core staff,0
5095662,0,Male,53,0,0,0,Greece,611,3,83568.26,0,0,8,90000,0,10.26441337,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5095665,1,Male,48,1,1,0,Spain,775,4,178144.91,0,1,26,180000,0,3.931634462,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5095672,0,Male,36,0,0,0,Netherlands,699,6,147137.74,1,0,51,67500,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5095684,1,Male,37,0,0,0,Greece,618,5,0,0,2,29,216000,0,2.847423287,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5095697,0,Male,36,0,0,0,Greece,704,3,114370.41,1,0,19,126000,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5095717,1,Female,47,0,0,0,Netherlands,835,5,108289.28,1,0,14,130500,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
5095721,0,Male,39,0,1,0,Netherlands,714,3,149887.49,0,1,15,135000,1,3.846759345,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5095732,0,Female,43,0,1,0,Spain,581,4,170172.9,0,2,3,178200,0,4.350534234,Working,Higher education,Married,House / apartment,Core staff,0
5095735,0,Male,27,0,0,0,Greece,592,3,0,0,0,27,405000,1,5.599019829,Commercial associate,Higher education,Married,House / apartment,Managers,0
5095736,0,Male,43,0,0,0,Greece,551,7,0,0,0,3,135000,1,1.18003792,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5095751,0,Female,28,0,0,0,Netherlands,689,2,64808.32,0,0,59,202500,0,0.930888382,Working,Secondary / secondary special,Married,With parents,Managers,1
5095757,0,Female,56,0,0,0,Greece,604,0,62732.65,0,0,25,157500,0,0.684476752,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5095759,0,Female,41,0,1,0,Greece,514,7,0,1,0,13,90000,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5095766,0,Male,29,0,1,0,Greece,698,5,95167.55,0,0,27,225000,1,1.09790071,Working,Secondary / secondary special,Widow,House / apartment,Sales staff,0
5095771,1,Female,54,0,0,0,Netherlands,581,2,152508.99,0,0,29,139500,1,0.432589307,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,1
5095777,0,Male,31,0,0,0,Netherlands,573,0,134644.19,0,0,50,175500,1,30.09781173,Working,Secondary / secondary special,Married,House / apartment,Other,1
5095789,0,Female,33,0,1,0,Spain,449,8,0,0,0,34,135000,0,11.09947501,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5095801,0,Female,31,0,1,0,Netherlands,850,3,51293.47,0,1,13,252000,0,4.517546562,State servant,Higher education,Married,House / apartment,High skill tech staff,0
5095809,0,Male,41,0,0,0,Greece,612,5,0,0,2,58,112500,0,0.350452097,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5095814,0,Male,49,0,0,0,Spain,690,8,116622.73,0,3,50,112500,0,6.762630307,Working,Incomplete higher,Married,Municipal apartment,Sales staff,0
5095826,0,Female,49,0,0,0,Spain,599,2,0,0,0,24,45000,1,8.517628699,Working,Higher education,Married,House / apartment,Accountants,0
5095833,0,Male,33,0,0,0,Greece,498,1,198113.86,0,0,17,225000,1,0.432589307,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5095839,1,Female,29,0,0,0,Greece,497,4,85646.81,0,0,39,225000,0,3.099310732,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1
5095841,0,Male,51,0,0,0,Spain,802,7,0,0,0,26,225000,0,0.26557698,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5095845,0,Male,33,0,0,0,Greece,644,9,141234.98,0,0,1,216000,1,7.099392869,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5095850,0,Male,34,0,0,0,Greece,714,10,0,0,0,19,225000,1,15.4335818,Working,Secondary / secondary special,Widow,House / apartment,Accountants,0
5095866,1,Female,40,0,0,0,Greece,690,9,77641.99,0,0,27,202500,0,14.17962039,Working,Higher education,Civil marriage,House / apartment,Core staff,0
5095878,0,Male,30,0,0,0,Spain,522,3,0,0,1,27,157500,1,12.59984805,Working,Secondary / secondary special,Widow,House / apartment,Other,0
5095887,0,Female,40,0,1,0,Netherlands,502,7,117304.29,0,0,15,103500,0,12.59984805,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5095895,0,Female,62,0,0,0,Spain,730,2,0,0,1,25,112500,1,6.932380542,Commercial associate,Higher education,Married,House / apartment,Managers,0
5095902,0,Male,36,0,0,0,Netherlands,590,6,92340.69,0,0,26,135000,1,4.350534234,State servant,Secondary / secondary special,Single / not married,House / apartment,Core staff,0
5095907,0,Male,35,0,0,0,Netherlands,458,9,146780.52,0,0,38,90000,1,6.179456115,Working,Higher education,Civil marriage,House / apartment,Core staff,1
5095915,0,Male,41,0,0,0,Spain,553,6,144974.55,1,0,23,76500,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5095937,0,Male,47,0,0,0,Greece,479,1,0,0,0,3,157500,1,9.845513597,Working,Secondary / secondary special,Married,House / apartment,Managers,1
5095941,0,Male,31,0,1,0,Greece,693,2,0,0,0,55,202500,1,17.3501167,Working,Higher education,Married,House / apartment,Managers,0
5095948,0,Male,43,0,0,0,Spain,707,10,0,0,2,39,193500,1,20.84642395,Working,Higher education,Married,With parents,Other,0
5095956,0,Male,37,0,0,0,Spain,636,1,115137.26,0,0,13,135000,1,20.18111255,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5095971,0,Male,33,0,1,0,Greece,807,10,101952.97,0,0,40,225000,1,2.847423287,Commercial associate,Secondary / secondary special,Civil marriage,With parents,High skill tech staff,0
5095983,1,Female,45,0,0,0,Greece,513,0,164649.52,0,0,27,180000,1,8.684641026,Working,Higher education,Married,House / apartment,Sales staff,0
5095987,0,Male,31,0,0,0,Greece,582,2,0,0,0,18,121500,1,10.17953825,Working,Incomplete higher,Married,House / apartment,Laborers,0
5095988,0,Male,32,0,0,0,Greece,694,0,91956.49,0,0,7,157500,1,6.431343559,Commercial associate,Higher education,Married,House / apartment,Managers,0
5095991,0,Male,39,0,1,0,Greece,777,8,0,0,0,19,234000,1,2.349124212,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5096000,0,Male,32,0,0,0,Netherlands,598,9,123938.6,0,1,46,270000,1,1.516800482,Working,Secondary / secondary special,Married,House / apartment,Managers,1
5096017,1,Male,46,0,1,0,Netherlands,762,6,123571.77,0,1,19,225000,0,10.93246268,Working,Secondary / secondary special,Separated,House / apartment,Managers,0
5096029,0,Female,34,0,1,0,Greece,588,3,120777.88,0,1,37,135000,1,3.266323059,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5096031,0,Male,42,0,0,0,Netherlands,663,5,90248.79,0,0,27,112500,1,9.845513597,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,Medicine staff,0
5096034,0,Male,36,0,0,0,Greece,777,7,0,0,0,37,202500,1,29.265488,Working,Higher education,Married,Municipal apartment,Security staff,0
5096039,0,Male,71,0,0,0,Greece,592,4,0,0,0,14,135000,0,6.179456115,Commercial associate,Higher education,Married,House / apartment,HR staff,0
5096042,1,Male,48,0,0,0,Netherlands,631,1,106396.48,0,0,11,112500,1,1.598937692,Working,Secondary / secondary special,Married,With parents,Other,0
5096047,1,Female,47,0,0,0,Netherlands,725,1,104887.43,1,0,24,225000,0,0,Pensioner,Higher education,Married,House / apartment,Other,0
5096052,0,Male,34,0,0,0,Greece,850,2,72079.71,0,0,11,67500,1,6.097318905,Working,Higher education,Single / not married,With parents,Laborers,1
5096057,0,Male,37,0,0,0,Greece,540,6,0,0,2,24,73350,1,19.35152673,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5096071,0,Male,36,0,0,0,Spain,674,2,0,0,1,59,207000,1,7.181530079,State servant,Higher education,Married,Office apartment,Core staff,0
5096080,0,Male,38,0,0,0,Greece,553,3,99844.68,0,0,37,234000,0,12.43283572,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5096085,0,Female,28,0,0,0,Greece,630,1,0,0,0,46,67500,1,31.35177314,Working,Secondary / secondary special,Married,Municipal apartment,Cooking staff,0
5096094,0,Male,26,0,0,0,Greece,466,3,156815.71,0,1,21,135000,1,4.432671444,Working,Secondary / secondary special,Married,House / apartment,Accountants,0
5096097,0,Male,47,0,0,0,Greece,613,6,146034.74,1,0,11,67500,1,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5096100,0,Male,27,0,1,0,Greece,558,1,152283.39,0,2,21,112500,1,1.09790071,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
5096117,0,Female,33,0,1,0,Netherlands,775,1,118897.1,0,0,15,292500,1,13.51704689,State servant,Secondary / secondary special,Separated,Office apartment,Managers,0
5096120,0,Male,52,0,0,0,Netherlands,698,8,96781.39,0,1,14,157500,1,5.84543146,Working,Higher education,Single / not married,House / apartment,Accountants,0
5096128,0,Male,33,0,1,0,Netherlands,608,1,102772.67,0,2,21,225000,1,2.847423287,Working,Higher education,Married,House / apartment,Managers,0
5096132,0,Female,20,0,0,0,Spain,670,4,0,0,1,11,180000,1,5.180120057,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5096137,0,Male,39,0,0,0,Spain,591,8,0,0,0,18,135000,0,6.762630307,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5096142,1,Male,40,0,0,0,Greece,633,4,150578,0,0,38,180000,0,7.099392869,Working,Secondary / secondary special,Single / not married,With parents,Sales staff,0
5096151,0,Female,46,0,1,0,Greece,678,1,0,1,1,34,450000,0,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5096159,0,Male,47,0,0,0,Greece,590,3,0,0,2,23,135000,1,4.432671444,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5096165,0,Female,48,0,0,0,Greece,705,0,0,0,1,37,135000,0,0.517464424,Working,Higher education,Single / not married,House / apartment,Realty agents,0
5096167,0,Male,42,0,0,0,Greece,608,10,163548.07,0,0,27,112500,1,2.179373978,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5096173,0,Female,37,0,0,0,Greece,682,8,148580.12,0,0,4,225000,1,1.18003792,State servant,Higher education,Single / not married,With parents,Core staff,0
5096176,0,Male,32,0,0,0,Netherlands,596,3,96709.07,0,0,36,270000,0,8.098728927,Working,Higher education,Single / not married,House / apartment,Laborers,0
5096183,1,Female,34,0,0,0,Netherlands,395,5,106011.59,0,0,15,153000,1,7.266405197,Working,Secondary / secondary special,Married,House / apartment,Security staff,0
5096189,0,Male,37,0,0,0,Netherlands,578,1,135650.88,0,0,44,360000,1,9.432089639,Commercial associate,Higher education,Married,House / apartment,Other,0
5096196,1,Male,55,0,0,0,Netherlands,547,4,111362.76,1,0,17,202500,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5096205,1,Male,37,0,0,0,Greece,609,1,39344.83,0,0,36,103500,1,10.01252592,Working,Secondary / secondary special,Separated,House / apartment,Cooking staff,0
5096210,0,Male,36,0,0,0,Netherlands,774,9,130809.77,0,0,41,81000,1,0.432589307,Working,Secondary / secondary special,Civil marriage,House / apartment,Low-skill Laborers,1
5096216,0,Female,27,0,0,0,Greece,712,2,133009.51,0,0,52,180000,1,1.18003792,Commercial associate,Higher education,Married,House / apartment,Sales staff,0
5096219,0,Female,28,0,1,0,Netherlands,585,9,135337.49,0,0,11,270000,1,16.7614667,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5096223,0,Female,32,0,0,0,Greece,666,10,112536.57,0,1,46,63000,1,2.431261422,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5096226,0,Female,35,0,0,0,Spain,708,8,122570.69,0,0,51,90000,0,5.516882619,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5096232,1,Male,44,0,0,0,Greece,513,1,63562.02,1,0,27,117000,0,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5096233,0,Male,37,0,0,0,Greece,445,3,0,0,0,40,117000,1,20.01410022,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5096243,0,Male,44,0,1,0,Netherlands,690,9,100368.63,1,0,11,45000,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5096250,0,Male,37,0,0,0,Greece,850,6,0,0,2,9,247500,1,8.84617754,Working,Secondary / secondary special,Married,Office apartment,Laborers,0
5096255,0,Female,33,0,0,0,Spain,537,7,136082,0,2,18,202500,1,8.599765909,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5096257,1,Male,48,0,0,0,Netherlands,705,9,114169.16,0,0,13,90000,0,0.517464424,Working,Higher education,Single / not married,House / apartment,Core staff,0
5096260,0,Female,45,0,0,0,Greece,670,5,47884.92,0,1,31,135000,1,25.01351842,Working,Secondary / secondary special,Married,House / apartment,Other,0
5096269,0,Female,36,0,0,0,Spain,652,1,0,1,0,12,85500,1,0,Pensioner,Higher education,Widow,House / apartment,Other,0
5096270,0,Male,24,1,0,0,Spain,696,9,0,0,0,35,265500,0,8.517628699,Working,Higher education,Single / not married,House / apartment,Laborers,0
5096278,1,Male,49,0,0,0,Greece,747,6,202904.64,0,0,27,360000,1,10.76271244,Commercial associate,Higher education,Separated,House / apartment,Other,0
5096284,1,Female,46,0,1,0,Greece,511,1,0,0,0,33,135000,1,0.26557698,Working,Secondary / secondary special,Married,House / apartment,Security staff,0
5096286,1,Male,43,0,0,0,Spain,743,2,161807.18,0,0,50,112500,0,32.26623408,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5096287,1,Male,52,0,0,0,Netherlands,532,3,110791.97,0,0,13,76500,1,3.685222831,Working,Secondary / secondary special,Married,House / apartment,Other,0
5096296,0,Female,33,0,0,0,Spain,642,9,0,0,0,18,450000,1,6.264331232,Working,Higher education,Married,House / apartment,Managers,0
5096298,1,Female,54,0,0,0,Netherlands,554,6,108755,0,1,27,112500,1,6.179456115,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5096307,0,Female,34,0,0,0,Spain,604,3,0,1,0,26,54000,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5096309,0,Female,72,0,1,0,Greece,602,3,0,0,0,14,81000,1,6.431343559,Commercial associate,Secondary / secondary special,Civil marriage,With parents,Laborers,0
5096317,1,Female,55,0,1,0,Spain,757,9,117294.12,0,0,14,270000,1,0.432589307,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,0
5096322,0,Male,26,0,1,0,Netherlands,491,4,102251.14,1,0,16,162000,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5096330,0,Male,31,0,0,0,Greece,850,4,0,0,0,1,112500,0,4.180784,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5096335,0,Male,22,0,1,0,Greece,521,5,0,1,0,20,153000,1,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5096342,0,Male,37,0,0,0,Greece,726,2,132057.92,0,0,40,112500,1,3.181447942,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,0
5096346,1,Male,33,0,1,0,Greece,596,8,0,0,0,40,315000,1,14.26449551,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5096358,0,Female,35,0,1,0,Netherlands,850,7,114285.2,0,0,36,202500,0,11.35136245,Working,Secondary / secondary special,Separated,House / apartment,Other,0
5096362,0,Female,41,0,0,0,Greece,637,9,0,0,2,48,148500,1,3.761884228,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
5096373,0,Male,32,0,1,0,Spain,690,2,76087.98,0,0,22,207000,0,10.17953825,Working,Higher education,Married,House / apartment,HR staff,0
5096379,0,Male,40,0,1,0,Greece,689,8,160272.27,0,2,29,243000,1,4.846095402,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5096383,1,Male,63,0,0,0,Spain,633,4,114552.6,1,0,44,112500,1,0,Pensioner,Higher education,Married,House / apartment,Other,0
5096390,0,Female,27,0,1,0,Greece,555,8,102000.17,0,0,22,391500,1,10.4314257,Commercial associate,Higher education,Single / not married,House / apartment,Managers,0
